0.557|7.1223|7.1223|6.8285|6.8285|6.5347|6.5347|6.5347|6.5347|9.8790|9.8790|13.2233|13.2233|10.3184|10.3184|7.4136|7.4136|6.6989|6.6989|5.2942|5.2942|9.8978|9.8978|6.3136|6.3136|3.6225|3.6225|4.5279|4.5279|6.6161|6.6161|4.4746|4.4746|6.7965|6.7965|8.5821|8.5821|4.3937|4.3937|4.1774|4.1774|5.0377|5.0377|6.9501|6.9501|8.2097|8.2097|7.5767|7.5767|5.9293|5.9293|3.7550|3.7550|2.0156|2.0156|0.8675|0.8675|0.9882|0.9882|0.6083|0.6083
0.580|5.9056|5.9056|9.0451|9.0451|12.1846|12.1846|12.1846|12.1846|9.3614|9.3614|6.5382|6.5382|6.4334|6.4334|6.3285|6.3285|6.3363|6.3363|6.0098|6.0098|9.7418|9.7418|4.1426|4.1426|2.9970|2.9970|1.6477|1.6477|4.5907|4.5907|5.0149|5.0149|2.6976|2.6976|5.3025|5.3025|2.9717|2.9717|4.2869|4.2869|5.3017|5.3017|4.6975|4.6975|6.2745|6.2745|9.4941|9.4941|5.2827|5.2827|3.1803|3.1803|2.2093|2.2093|0.8444|0.8444|0.8941|0.8941|0.8104|0.8104
0.604|2.8051|2.8051|4.7766|4.7766|6.7480|6.7480|6.7480|6.7480|7.7325|7.7325|8.7170|8.7170|6.0660|6.0660|3.4150|3.4150|4.6984|4.6984|6.5330|6.5330|6.2939|6.2939|3.6675|3.6675|2.9577|2.9577|2.9726|2.9726|4.6280|4.6280|4.2790|4.2790|3.3091|3.3091|3.5993|3.5993|2.0755|2.0755|3.2330|3.2330|4.3200|4.3200|5.0791|5.0791|5.5958|5.5958|5.2766|5.2766|5.2928|5.2928|2.7029|2.7029|1.6561|1.6561|0.7108|0.7108|0.6261|0.6261|0.4017|0.4017
0.627|3.0543|3.0543|5.3973|5.3973|7.7404|7.7404|7.7404|7.7404|6.4120|6.4120|5.0836|5.0836|2.7204|2.7204|0.3571|0.3571|3.9379|3.9379|4.2780|4.2780|5.7933|5.7933|3.4428|3.4428|3.1555|3.1555|1.7387|1.7387|4.3580|4.3580|2.8655|2.8655|2.1582|2.1582|3.5289|3.5289|2.6051|2.6051|3.0438|3.0438|4.2682|4.2682|4.6483|4.6483|5.0862|5.0862|6.3998|6.3998|4.4973|4.4973|2.6587|2.6587|1.5013|1.5013|0.6678|0.6678|0.6131|0.6131|0.4906|0.4906
0.650|1.5777|1.5777|3.4579|3.4579|5.3380|5.3380|5.3380|5.3380|8.6933|8.6933|12.0485|12.0485|6.7357|6.7357|1.4228|1.4228|2.3238|2.3238|6.2167|6.2167|7.1789|7.1789|2.7285|2.7285|2.0503|2.0503|2.1695|2.1695|3.8620|3.8620|3.0705|3.0705|3.5473|3.5473|4.0761|4.0761|3.8740|3.8740|2.9859|2.9859|3.6860|3.6860|4.8051|4.8051|5.1222|5.1222|5.5845|5.5845|5.0087|5.0087|3.0218|3.0218|1.5109|1.5109|0.7254|0.7254|0.6904|0.6904|0.4694|0.4694
0.673|3.6661|3.6661|7.2026|7.2026|10.7390|10.7390|10.7390|10.7390|10.1120|10.1120|9.4850|9.4850|10.5532|10.5532|11.6215|11.6215|7.7367|7.7367|2.7323|2.7323|4.3526|4.3526|4.8469|4.8469|4.1887|4.1887|3.5905|3.5905|3.6688|3.6688|4.2429|4.2429|3.8606|3.8606|6.6670|6.6670|5.9010|5.9010|5.3960|5.3960|4.9972|4.9972|5.7810|5.7810|6.5736|6.5736|10.1796|10.1796|11.5018|11.5018|8.0204|8.0204|6.7547|6.7547|4.0720|4.0720|1.7591|1.7591|0.7420|0.7420
0.697|2.8664|2.8664|6.2692|6.2692|9.6720|9.6720|9.6720|9.6720|7.8304|7.8304|5.9888|5.9888|3.8860|3.8860|1.7832|1.7832|1.8629|1.8629|1.9067|1.9067|2.1339|2.1339|2.0320|2.0320|3.3038|3.3038|4.0785|4.0785|4.6419|4.6419|3.1127|3.1127|3.5462|3.5462|3.1767|3.1767|3.4717|3.4717|2.5113|2.5113|2.3663|2.3663|2.8302|2.8302|3.7472|3.7472|8.1058|8.1058|8.9618|8.9618|6.6450|6.6450|4.3108|4.3108|1.6942|1.6942|0.8659|0.8659|0.3731|0.3731
0.720|2.2733|2.2733|4.4862|4.4862|6.6990|6.6990|6.6990|6.6990|5.3386|5.3386|3.9781|3.9781|3.4464|3.4464|2.9146|2.9146|2.0030|2.0030|1.1475|1.1475|2.9064|2.9064|1.6325|1.6325|2.1807|2.1807|3.4616|3.4616|1.8150|1.8150|2.1928|2.1928|3.7288|3.7288|4.5292|4.5292|2.1266|2.1266|2.6613|2.6613|2.5871|2.5871|2.2202|2.2202|3.8438|3.8438|4.9543|4.9543|6.6882|6.6882|4.7835|4.7835|3.6275|3.6275|1.6345|1.6345|0.7101|0.7101|0.4215|0.4215
0.743|2.1753|2.1753|1.5836|1.5836|0.9920|0.9920|0.9920|0.9920|2.6969|2.6969|4.4018|4.4018|2.5873|2.5873|0.7727|0.7727|1.4457|1.4457|2.0145|2.0145|1.2453|1.2453|0.8734|0.8734|1.4545|1.4545|0.9463|0.9463|1.0429|1.0429|2.6425|2.6425|2.1990|2.1990|2.3145|2.3145|2.0525|2.0525|1.2369|1.2369|1.2684|1.2684|1.7146|1.7146|2.4192|2.4192|3.9037|3.9037|3.8739|3.8739|3.5374|3.5374|2.1865|2.1865|1.1533|1.1533|0.5617|0.5617|0.2277|0.2277
0.766|26.7749|26.7749|25.9712|25.9712|25.1674|25.1674|25.1674|25.1674|22.1322|22.1322|19.0969|19.0969|22.2412|22.2412|25.3854|25.3854|32.0928|32.0928|42.6987|42.6987|45.5552|45.5552|36.5341|36.5341|21.1154|21.1154|17.8841|17.8841|18.6586|18.6586|12.2852|12.2852|8.4000|8.4000|10.3295|10.3295|5.9694|5.9694|5.9916|5.9916|6.7344|6.7344|6.4010|6.4010|5.3676|5.3676|4.6547|4.6547|6.3279|6.3279|4.0333|4.0333|2.4930|2.4930|1.3337|1.3337|0.6795|0.6795|0.4272|0.4272
